@relation SemEval2016-Task6-subtaskA-testdata-gold-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast-H

@attribute Tweet string
@attribute Target string
@attribute Stance {AGAINST,FAVOR}

@data
'Democrats want power for themselves. Republicans will give YOU the power! #Election2016 #SemST','Hillary Clinton',AGAINST
'@KrownRoyaleNY @jjauthor Bad for her is good for the U.S. @jlconnell66 #Killary #SemST','Hillary Clinton',AGAINST
'RT @JohnFugelsang: They should just make the GOP primaries a reality game show called \"\"Who Wants To Get Beat Up By A Girl? #SemST','Hillary Clinton',FAVOR
'Can\'t #UniteBlue, RT LindaSuhler: Hillary:People Trust Me, Blames \'Constant Barrage of Attacks\' By the Right #delusional #WakeUpA... #SemST','Hillary Clinton',AGAINST
'@M_E_Adams if a Demonrat were to win I\'d prefer Sanders over Killary. #SemST','Hillary Clinton',AGAINST
'#WhatILearnedToday @HillaryClinton already admitted to having at least 2 devices, more lies, it never stops #SemST','Hillary Clinton',AGAINST
'@DesireeAaron @HillaryClinton  Sheets Clinton Ya got to love it #HillaryonCNN #HillaryClinton #SemST','Hillary Clinton',FAVOR
'.@jaketapper The way @HillaryClinton keeps lying I swear her father\'s real last name is Geppetto. #TCOT #WakeUpAmerica #SemST','Hillary Clinton',AGAINST
'It\'s a beautiful day for phone banking at the Hill House on 1529 Richland Street! Join us tonight at 6PM! @HillaryforSC #SemST','Hillary Clinton',FAVOR
'@ahbrees @TODAYshow  Attack? More like the daily liberal media defend Hillary and her lies!! #SemST','Hillary Clinton',AGAINST
'@stylistkavin Amazing how much they sound like Republicans! ; ) #ITrustHillary #SemST','Hillary Clinton',FAVOR
'@pdg811 Didn\'t realize I was in a Republican echo chamber of faux scandals! Ask Gowdy to #Releasethetranscript  #ITrustHillary #SemST','Hillary Clinton',FAVOR
'Hillary Clinton has amassed $329 million in her career (3 of her top 5 donors are Citigroup, Goldman & JP Morgan). #Bernie2016 #SemST','Hillary Clinton',AGAINST
'#HillaryonCNN   The wicked person flees when no one is chasing them - Proverbs  #SemST','Hillary Clinton',AGAINST
'@Scott_R_Ellis the reason she struggles to appear genuine is she is not a genuine person. Actions speak louder than words.  #SemST','Hillary Clinton',AGAINST
'Hilarity of the day: Hillary said she went \'above and beyond\' in transparency. Really? What about the 30k deleted emails? #SemST','Hillary Clinton',AGAINST
'@HillaryClinton Wow, #HillaryClinton looks very fat in that pants suit. #liberals #tlot #Democrats #SemST','Hillary Clinton',AGAINST
'@HillaryClinton interview was ridiculous!! She\'s such a liar! #SemST','Hillary Clinton',AGAINST
'.@HillaryClinton blames her lack of trust among the populace on @GOP, forgetting that she\'s a lying, conniving, murderous, cheat. #SemST','Hillary Clinton',AGAINST
'Hillary has sacrificed more Ambassadors, told more lies, hid and destroyed more evidence... The beat goes on,,, @McSadie #SemST','Hillary Clinton',AGAINST
'@thehill : Women deserve a better candidate for the HIGH HONOR if first woman President: We ALL do! #WhyI\'mNotVotingForHillary #SemST','Hillary Clinton',AGAINST
'If it weren\'t for her marriage, Hillary would unknown. Thanks a lot, Bill.  RT @MangyLover #HIllaryClinton #WeDontTrustYouHillary #SemST','Hillary Clinton',AGAINST
'@realDonaldTrump has my vote! The truth will set you free and we need transparency in Washington now more than ever! #SemST','Hillary Clinton',AGAINST
'.@HillaryClinton is a liar & corrupt.  Period. End of story.  #criminal #liar #hillaryforprison #uppers #tcot #SemST','Hillary Clinton',AGAINST
'Republicans in the White House will make America great again! #Trump #educateyourself #boycottlibralmedia #SemST','Hillary Clinton',AGAINST
'@AndreaTantaros Clinton privilege transcends white privilege, rock star privilege, NFL privilege & intergalactic alien privilege. #SemST','Hillary Clinton',AGAINST
'Hillary has learned The Blame Game well from Obama - she blames GOP for everything! #SemST','Hillary Clinton',AGAINST
'when i get married to my partner i want @HillaryClinton to be my maid of honor!  #govote #girlpower #lovewins #SemST','Hillary Clinton',FAVOR
'Hey!!! If anyone wants to help with the Hillary camp at Charlotte pride, let me know!!! #nc #pride #lgbt #SemST','Hillary Clinton',FAVOR
'Are we so desperate in this country to seriously consider a 60+ woman as president? #SemST','Hillary Clinton',AGAINST
'@JOEROWE409 @ScotsFyre Hillaey Clinton can\'t help but lie...it\'s who she really is. #SemST','Hillary Clinton',AGAINST
'Hillary \"\"We came, we saw, he [Gaddaffi] died\"\" psychopath Clinton. #HillaryonCNN #Nothanks #SemST','Hillary Clinton',AGAINST
'Join the Hillary team now and come to the Jefferson County phone bank tomorrow from 6-8 at Bliss Studio in Fairfield! #SemST','Hillary Clinton',FAVOR
'I wish #OliviaPope could run @HillaryClinton \'s campaign... #Scandal #livisreal #SemST','Hillary Clinton',AGAINST
'@CNN One would hope everyone would be fired up over such a blatant lie #SemST','Hillary Clinton',AGAINST
'Hillary gave her first big interview. Did she talk about the issues? Did she rally the left? Nope. Total dud. #Bernie2016 #SemST','Hillary Clinton',AGAINST
'#Clintonemails are just a prelude of what her presidency could be if elected, a myrad of scandals @GOP @FloridaGOP @marcorubio #SemST','Hillary Clinton',AGAINST
'@CNN and CNN proved they are not a legitimate news organization by not calling her out about all her lies. #JournalismIsDead #SemST','Hillary Clinton',AGAINST
'HRC is delusional in addition to being a pathological liar.  1\%er to the extreme.  #SemST','Hillary Clinton',AGAINST
'\'Hilary is not electable\' then you stand no chance @realDonaldTrump #carnivalbarker #SemST','Hillary Clinton',AGAINST
'If Hillary Clinton is elected president in 2016, this nation will surely experience unprecedented destruction. #SemST','Hillary Clinton',AGAINST
'@HillaryClinton : \"\"Change religious beliefs\"\" to accommodate the violence of abortion?! #WhyI\'mNotVotingForHillary #SemST','Hillary Clinton',AGAINST
'Voting Republican in 2016 gets you so much more than a free cellphone! #Election2016 #SemST','Hillary Clinton',AGAINST
'@HillaryClinton had a Legal obligation to prevent the destruction (preserve) Gov\'t & related documents (email). She didn\'t. #SemST','Hillary Clinton',AGAINST
'You know, when you talk bad about Hillary, in a sense, you\'re talking bad about me. #SemST','Hillary Clinton',FAVOR
'Why did you lie about the #Benghazi subpoena? @HillaryClinton  No wonder no one trusts you.  #SemST','Hillary Clinton',AGAINST
'@JoanOfArgghh I won\'t use the c-word, so I\'ll just say that everything Clinton does is a \"\"cunning stunt\"\". #HillaryonCNN #SemST','Hillary Clinton',AGAINST
'Vow today to fight the #FirstFamilyOfCorruption .@billclinton  .@hillaryclinton & keep her out of office #independents #tcot #SemST','Hillary Clinton',AGAINST
'During ClintonNo.1 prez stint all we heard was \'right wing conspiracy\' -it\'s starting again #SemST','Hillary Clinton',AGAINST
'Jeb Bush says Americans should work longer hours. I\'ll do just that... TO ELECT HILLARY CLINTON! #SemST','Hillary Clinton',FAVOR
'@AC360 asked @realDonaldTrump the tough questions.  Too bad @CNN didn\'t ask @HillaryClinton the tough questions.  #SemST','Hillary Clinton',AGAINST
'@HillaryClinton : Women deserve a better candidate for the HIGH HONOR of first woman President. We ALL do! #SemST','Hillary Clinton',AGAINST
'@HillaryNews #GoKatie Ted you\'re not going to be President! #HillaryAllTheWay #GayMarriageisLegal #LGBT #GLAAD #PFLAG  #SemST','Hillary Clinton',FAVOR
'I stand with @HillaryClinton I know she is for women, poor,children, middle class and GUN CONTROL. #SemST','Hillary Clinton',FAVOR
'@NoahCRothman \"\"Everything I did was permitted.\"\" -HRC. \"\"If God is dead, all things are permitted\"\" -Dostoyevsky.  #tcot #SemST','Hillary Clinton',AGAINST
'#EpicLiberalFail Hilary lied about Banghazi and is caught on audio biahahaha #p2 #uniteblue #libcrib #libtards #SemST','Hillary Clinton',AGAINST
'Enjoyed @jamiaw article on feminism + @hillaryclinton.We are building campaign that engages ppl through an intersectional lens #SemST','Hillary Clinton',FAVOR
'@_Holly_Renee I want to fav this tweet....cause it\'s hilarious. But I give no support to #HillaryClinton #SemST','Hillary Clinton',AGAINST
'GOP Busted Trey Gowdy proved their #Benghazi hearings are politically motivated when he leaked documents to the press  #SemST','Hillary Clinton',AGAINST
'@Chairmnoomowmow @DrMartyFox I\'m on team \"\"Anyone other than Hillary #SemST','Hillary Clinton',AGAINST
'@HillaryClinton Are those women #BillClinton\'s next targets for assault? #MonicaLewinsky #WarOnWomen #HillaryClinton #tlot #SemST','Hillary Clinton',AGAINST
'Trey Gowdy proved their #Benghazi hearings are politically motivated when he leaked documents to the press   #SemST','Hillary Clinton',AGAINST
'you can\'t bitch at me for donating to Dems.  Only way to get business done with them is to grease the skids #bribe #paytoplay #SemST','Hillary Clinton',AGAINST
'People should and do trust me.  -woman who also denied getting a subpoena Trey Gowdy served her before she deleted emails #SemST','Hillary Clinton',AGAINST
'@iaaronmitch Right now I think we\'re all sending special thanks to Donald Trump. #SemST','Hillary Clinton',AGAINST
'@peddoc63 @steph93065 @ChrisHollyMusic she\'s needs an Orange pantsuit! Permanently! #hillaryforprison #wakeupamerica #pjnet #SemST','Hillary Clinton',AGAINST
'hey @HillaryClinton when you LIED about the lack of a subpoena...you REALLY thought you wouldn\'t get caught? #LIAR #Corruptocrat #SemST','Hillary Clinton',AGAINST
'@HillaryClinton lies just for the fun of it, its CRAZY!!!!! #NoHillary #WhyImNotVotingForHillary #SemST','Hillary Clinton',AGAINST
'@murphymike @blakehounshell @ScottFConroy let\'s see jebs emails from 2000 when he helped his idiot brother steal the presidency #SemST','Hillary Clinton',AGAINST
'I BLOCKED 2 Liberals Today!..A Very Good Thursday! #GODBLESSTHEUSA #HardCoreAmericanConservative #2A #NRA #ArticleV  #NoMoreBushes #SemST','Hillary Clinton',AGAINST
'@rhhhhh380 What we need to do is support all Republicans and criticize the opposition. #SemST','Hillary Clinton',AGAINST
'@JessicaAndSandr I have 2 words for u  #Benghazi  #whitewater. She\'s morally questionable. We as women should demand better #SemST','Hillary Clinton',AGAINST
'@Westxgal @irisflower33: This money will buy the Anti-American Libs including #SemST','Hillary Clinton',AGAINST
'@HillaryClinton Hillary is a Directioner! This is awesome! :-) They need to sing at your Inauguration! #SemST','Hillary Clinton',FAVOR
'Ok now Latino are deciding who is going to be president of the US #Jeb2016 #DonaldTrump #Sanders2016 # #SemST','Hillary Clinton',AGAINST
'Only @theDemocrats want #crimigrants running amok in U.S. Cities.   #CancerIsProgressive #SemST','Hillary Clinton',AGAINST
'@LeahR77 @HillaryClinton the unethical lying granny strikes again.  No charisma, no character, no accomplishments, no warmth #SemST','Hillary Clinton',AGAINST
'Hey Hillary Clinton...How\'s things working out on #Servergate? Bury enough evidence yet?    #tcot #SemST','Hillary Clinton',AGAINST
'Didn\'t take long for Clinton lackey @PaulBegala to play the \"\"crazy\"\" card. So predictable #SemST','Hillary Clinton',AGAINST
'I dont understand the people that bash Donald Trump but take Hillary Clinton seriously #SemST','Hillary Clinton',AGAINST
'Did you hear the answer Hillary gave to a reporter when they asked a question?!?   Neither have I.  #SemST','Hillary Clinton',AGAINST
'Hillarity claims no subpoenas, get put in her place with photographic evidence... So trustworthy... #WhatILearnedToday #SemST','Hillary Clinton',AGAINST
'Hillary has flipped yet again, and is now pro-sanctuary cities. #SemST','Hillary Clinton',AGAINST
'Hillary says people should and do trust her, phew wee I am glad she finally got that issue behind her. #SemST','Hillary Clinton',AGAINST
'@LMdonney @HillaryClinton Thank you Carol 4your support and work in pursuit of electing @HillaryClinton POTUS.  #ITrustHillary #SemST','Hillary Clinton',FAVOR
'Pondering why virtually all of my female friends, regardless of party, say they find Hillary annoying. #SemST','Hillary Clinton',AGAINST
'@HillaryClinton @TheDemocrats How many Xanax does this wretched bitch need to sleep at night? #SemST','Hillary Clinton',AGAINST
'Hillary Clinton is the only one who can turn this country around we don\'t need another man in the office. #endsexism #SemST','Hillary Clinton',FAVOR
'Republican on facebook said :If it comes down to a choice between Donald Trump and Hillary,  I\'m not voting! #SemST','Hillary Clinton',AGAINST
'At the end of the day, support the candidate w/best chance of beating the progressive democrat.  Don\'t stay home.  #UniteRight #SemST','Hillary Clinton',AGAINST
'@sgtis0905 @UnPoliticalPrty Never forget @emaleroland #Benghazi Shackle the criminal element #SemST','Hillary Clinton',AGAINST
'One wonders, if your Government ignores the law, the rest of us can too right?  Just say no to  #SemST','Hillary Clinton',AGAINST
'It just depends on what the  definition of the word \"\"subponea\"\" is...  #subponea #SemST','Hillary Clinton',AGAINST
'Spitting on clergy.  Burning the American flag.  Shaming American ideology.  It\'s Obama\'s America, and @HillaryClinton loves it.   #SemST','Hillary Clinton',AGAINST
'@donnabrazile @DougHeye So this woman does one thing to help. She\'s GOP - she\'s, ultimately, the enemy - don\'t doubt it #SemST','Hillary Clinton',AGAINST
'@lylafmills Simple. A revolution Two Independence Days And a clean slate. #2ndamendment #REMEMBERBENGHAZI2016 #PATRIOTSWILLRISE #SemST','Hillary Clinton',AGAINST
'So over 20 million government employees got their private info stolen. Has anyone checked @HillaryClinton server?  #2016 #Fail #SemST','Hillary Clinton',AGAINST
'@TheAtlantic cause  #Hillary Clinton is a LYING THEIVING CUNT  #SemST','Hillary Clinton',AGAINST
'Proud of @HillaryClinton for supporting stronger gun control measures. #ReadyForHillary #SemST','Hillary Clinton',FAVOR
'So @HillaryClinton received a Subpoena to Testify & She ignored it! Is Hillary above The Law Now?  #SemST','Hillary Clinton',AGAINST
'I\'m conservative but I must admit I\'d rather see @SenSanders as president than Mrs. Clinton. #stillvotingGOP #politics #SemST','Hillary Clinton',AGAINST
'@SaysMissy HRC takes us Americans for mindless fools!! How insulting! #PJNET #OiP #SemST','Hillary Clinton',AGAINST
'Chelsea and her bitch mother #HillaryClinton should of committed suicide and spare the world of their hideous pasty face #SemST','Hillary Clinton',AGAINST
'Wouldn\'t be surprise that it comes to light that Chelsea\'s husband cheats on her. #HillaryClinton #SemST','Hillary Clinton',AGAINST
'Wouldn\'t be surprise that it comes to light that Chelsea\'s husband cheats on her like her Bill did on Hillary. #HillaryClinton #SemST','Hillary Clinton',AGAINST
'I think that everything she says is a lie.   I mean EVERYTHING.   I don\'t even think her name is Hillary.  #WakeUpAmerica #SemST','Hillary Clinton',AGAINST
'.@HillaryClinton Looking 4ward 2 hearing your Economic Agenda on Monday July13. WOW a candidate talking Specifics & not Rhetoric! #SemST','Hillary Clinton',FAVOR
'@finneyk Can\'t stand @msnbc anymore, but hope @HillaryClinton will go on the @maddow Show! This needs to happen!! #SemST','Hillary Clinton',FAVOR
'Hillary can\'t create jobs! Last time she had a job to do, she outsourced it to Monica Lewinsky. #SemST','Hillary Clinton',AGAINST
'Need a ProLife R.E. Agent? - Support a ProLife Group (U-choose) at NoCost ProLifeRealEstate@Yahoo.com #SemST','Legalization of Abortion',AGAINST
'Where is the childcare program @joanburton which you said would be in place? #loneparents #7istooyoung #SemST','Legalization of Abortion',AGAINST
'I get several requests with petitions to save whales but never to stop the slaughter of babies in the wombs of mothers. #abortion. #SemST','Legalization of Abortion',AGAINST
'we must always see others as Christ sees us,we must see God in all things&remeber 2 look past sin #RomanCatholic #SemST','Legalization of Abortion',AGAINST
'PRAYERS FOR BABIES Urgent prayer one in Lexington KY&two in Dallas TX&in Chattanooga TN  Life begins at conception  #SemST','Legalization of Abortion',AGAINST
'I do not want to bring a child into this dangerous patriarchy. But I want to feel pregnancy as an experience #PregnancyForAll #SemST','Legalization of Abortion',AGAINST
'I have a right to identify as pregnant and have an abortion. Having an abortion confirms my power of choice. #PregnancyForAll #SemST','Legalization of Abortion',AGAINST
'In so many ways to Christians right here in America we already ARE the \"\"Great Satan\"\" #GayMarriage #Drugs #WakeUpAmerica #SemST','Legalization of Abortion',AGAINST
'Pray for the Navy yard. God please keep the casualties minimal.   #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST','Legalization of Abortion',AGAINST
'I #DenounceHarper because his religious ties are responsible for the #MarchForLife anti-choice rallies on Parliament Hill. #SemST','Legalization of Abortion',AGAINST
'The government has given no explanation of why the law was changed #macedonia #HRCtte #SemST','Legalization of Abortion',AGAINST
'The government has not been able to point to any improved health outcomes for women #law #macedonia #HRCtte #SemST','Legalization of Abortion',AGAINST
'#ICCPR report does not cite any reasons for the changes in the legislation regulating. #macedonia #law # #SemST','Legalization of Abortion',AGAINST
'Those who deny women who\'ve been raped abortion are the same ppl who tell rape victims they asked for it. #rape #SemST','Legalization of Abortion',AGAINST
'@notmuchelse Giving birth is not pushing women toward death. #SemST','Legalization of Abortion',AGAINST
'I am about to deck these 2 bitches in the fucking mouth.  #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST','Legalization of Abortion',AGAINST
'If u come 2 this country 4 bettwr life fucking adapt 2 USA WAYS #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST','Legalization of Abortion',AGAINST
'It\'s undeniable that conception may also be the birth of a soul unto life itself. Why mess with that? #SemST','Legalization of Abortion',AGAINST
'Why would I want to make choices about my own body, when a congressman could do it for me?  #ConversationsWithAlex #SemST','Legalization of Abortion',AGAINST
'Does the Gay Community support Abortion? #ProLifeYouth #LGBTPrideMonth #SemST','Legalization of Abortion',AGAINST
'It\'s sad to see so many people getting their values from Hollywood rather than the Holy Scriptures.  #ProLifeYouth #SemST','Legalization of Abortion',AGAINST
'The idea that a \"\"fetus\"\" isn\'t human is outrageous, I mean what else would it be? A dog? A dragon? The unborn are HUMAN BEINGS! #SemST','Legalization of Abortion',AGAINST
'@prolife_wife You can say that again! #AbortionIsMurder #AllLivesMatter #ProLifeYouth #SemST','Legalization of Abortion',AGAINST
'@__Porky @P226_Sig @_HankRearden @jrmadmen @aemdee who is for it. I\'m not. But am for a women\'s right to her own body. #SemST','Legalization of Abortion',FAVOR
'Anti choice laws are sexist because they only effect women*.   #SemST','Legalization of Abortion',FAVOR
'So anti-choice laws are telling these women they\'re incapable and shouldn\'t make decisions that involve their own body.   #SemST','Legalization of Abortion',FAVOR
'Fair IS fair if U believe an unborn child has no right to life, then UR saying I can decide if you do?? #SemST','Legalization of Abortion',AGAINST
'Not all women want to have or bear children, and that is okay  #SemST','Legalization of Abortion',FAVOR
'Meanwhile, @JustinTrudeau wants to waste your money to kill innocent children in the womb. #dangerous #hypocrite #noChoice #SemST','Legalization of Abortion',AGAINST
'If we are pronounced dead when our heart stops, why are we not pronounced alive when our heart starts? #SemST','Legalization of Abortion',AGAINST
'#NothingMoreAmericanThan unjustified homicide of the unborn in #SemST','Legalization of Abortion',AGAINST
'Generate belief in quality existence for everyone especially children in that community.Kittington2016 #SemST','Legalization of Abortion',AGAINST
'When Declaration of Independence was adopted, abortion was illegal in all 13 colonies. #txlege #SemST','Legalization of Abortion',AGAINST
'Please vote against the anti-choice amendment to the Scotland Bill on Monday @KevinBrennanMP - Thanks! #abortionrights #SemST','Legalization of Abortion',AGAINST
'@notmuchelse But of course today one doesn\'t have to be responsible You can kill your child instead! #SemST','Legalization of Abortion',AGAINST
'Those who wonder what they would have done had they lived at the time of some terrible injustice now know the answer -P. Hitchens #SemST','Legalization of Abortion',AGAINST
'Damn, interesting news when you find out you were almost a product of abortion #SemST','Legalization of Abortion',AGAINST
'Reading law cases on abortion rulings from the past 100 years is exhausting! #research #workhard #work #publichealth #SemST','Legalization of Abortion',AGAINST
'Every1 needs 2 c @Rick_Reyna & @rallysforchrist\'s movie #TheRallyLA. It\'s life transforming. #drugs #forgive #SWBC2015 #Salvation #SemST','Legalization of Abortion',AGAINST
'@VeronicaCoffin @Fingersflying the irony of Margaret Sanger wanting to rid the world of blacks. #SemST','Legalization of Abortion',AGAINST
'#rally4life Motherhood is for some much-wanted,for others it is not.It should be by choice, not by force. Respect women\'s choices #SemST','Legalization of Abortion',AGAINST
'I hope you all either enjoy the rugby or enjoy not enjoying the rugby #SemST','Legalization of Abortion',AGAINST
'En route to Parnell Square for the rally for life!!  #everylifematters #SemST','Legalization of Abortion',AGAINST
'@Independent_ie No one has 5he right to tell any person what they should do with their body #SemST','Legalization of Abortion',AGAINST
'@ProWomanChoice @BuhayIpaglaban people like you are exactly what is wrong with our society. #ProCONTRACEPTION #unapologetic  #SemST','Legalization of Abortion',AGAINST
'A bundle of cells feels more pain than a fully grown women? no. #SemST','Legalization of Abortion',AGAINST
'pro-choicers are basically tryna fight oppression with more  oppression . #feminist #SemST','Legalization of Abortion',AGAINST
'#rally4life more like rally for people who think they have the right to authorise other people\'s decisions #SemST','Legalization of Abortion',AGAINST
'As a man, the only body I should have a say in is my own. #repealthe8th #rally4life #SemST','Legalization of Abortion',AGAINST
'Wish I could be at the #rallyforlife counter protest. Women are people. Fetuses are clumps of cells. End of story. #ireland #SemST','Legalization of Abortion',AGAINST
'#rally4life because if they don\'t want an abortion, then no one can have the choice  #SemST','Legalization of Abortion',AGAINST
'@MikeDury And don\'t forget, now \"\"Private clubs\"\" and organizations. AKA ~> #GirlScouts & #SemST','Legalization of Abortion',AGAINST
'So you\'re at the #rally4life? Tell me more about how #antichoice laws kill 47,000 women A YEAR! Very \"\"#prolife\"\" uh? #REpealThe8th #SemST','Legalization of Abortion',AGAINST
'Solidarity with all at the counter #rally4life - Ireland won\'t be equal until women have full control of our bodies #repealthe8th #SemST','Legalization of Abortion',AGAINST
'This #rally4life shit! How people support it I\'ll never understand. #SemST','Legalization of Abortion',AGAINST
'Dear to who it may concern;\"\"YOU stand up for my right to live.   #Baby #murder #RightToLife #unborn #womensrights #legal #SemST','Legalization of Abortion',AGAINST
'AmandaKayHowell: Dear to who it may concern;\"\"YOU stand up for my right to live.   #Baby #murder #RightToLife #unborn #wo... #SemST','Legalization of Abortion',AGAINST
'@PrevailChris Sexual Assault is Epidemic.. Not just in Military, Colleges, Universities. Fight 2 Stop this Crime=Less Need 4 #SemST','Legalization of Abortion',AGAINST
'The #rally4life  shows yet again what little support these people have.  #repealthe8th #SemST','Legalization of Abortion',AGAINST
'CPCs in this town of 5000: 2. #goddamn #SemST','Legalization of Abortion',AGAINST
'A prochoice advocate but circumcise ur baby? Fucking hypocrite! #circumcision #humanrights #SemST','Legalization of Abortion',AGAINST
'I think a woman should have the choice of what to do with HER BODY.. But, what do I know? Im only a woman sure #SemST','Legalization of Abortion',AGAINST
'There is nothing sadder than pro-life young women. I can\'t help but pity the fools. #repealthe8th #SemST','Legalization of Abortion',AGAINST
'@JaxLeSigh @ProWomanChoice u dont know using #NaturalFamilyPlanning will not have the same effect as birth spacing? #SemST','Legalization of Abortion',AGAINST
'@JaxLeSigh @ProWomanChoice  ur not aware that using #NaturalFamilyPlanning will have d same effect as birth spacing? #SemST','Legalization of Abortion',AGAINST
'@BuhayIpaglaban @blueskies366 Remember that there is no \"\"murder\"\" involed in #abortion. I am #ProContraception for LESS #abortion. #SemST','Legalization of Abortion',AGAINST
'@BuhayIpaglaban @blueskies366 thank you again to show that you are AGAINST CONTRACEPTION. \"\"#Prolife\"\" = a code word for #misogyny. #SemST','Legalization of Abortion',AGAINST
'.@BuhayIpaglaban perhaps you want to go to the fertility clinics & rescue them all. How many can you fit in your womb. #clowncar #SemST','Legalization of Abortion',AGAINST
'@BuhayIpaglaban @_msthirdward @blueskies366 \"\"Natural\"\" family planning isn\'t \"\"planning\"\" at all since it just doesn\'t work. #SemST','Legalization of Abortion',AGAINST
'@BuhayIpaglaban @blueskies366 There is no \"\"#abortion\"\" involved in taking the pill honey. #womenshealth #abortifacient #fail #SemST','Legalization of Abortion',AGAINST
'@BuhayIpaglaban @blueskies366 The culture of death is \"\"#prolife\"\" who deny pregnant people healthcare. #SemST','Legalization of Abortion',AGAINST
'@BuhayIpaglaban Bullshit multiplied by bullshit is still bullshit. #SemST','Legalization of Abortion',AGAINST
'Happy July 4th- freedom day! Let liberty ring out! #freedom #Faith #Jesus #REVIVAL #Life #tcot #SemST','Legalization of Abortion',AGAINST
'@Stephen_C_Ward  What are they doing with acid signs oh yeah their all tripping #lsd  #SemST','Legalization of Abortion',AGAINST
'@_msthirdward @BuhayIpaglaban @blueskies366 It\'s never been about \"\"life\"\" has it? \"\"#Prolife\"\" are OK with women dying. #SemST','Legalization of Abortion',AGAINST
'@BuhayIpaglaban @laurawrpie @_msthirdward @blueskies366 I\'m totally cool with this image. Was the fetus unviable? Health at risk? #SemST','Legalization of Abortion',AGAINST
'@BuhayIpaglaban @_msthirdward @laurawrpie Who defends murder here? I haven\'t heard anyone defending the killing of human beings. #SemST','Legalization of Abortion',AGAINST
'I just unfollowed someone because they tweeted about being pro-life #SemST','Legalization of Abortion',AGAINST
'RT @freesafelegal: \"\"Why does the government not hold a referendum on abortion?\"\" asks UN CESCR Mbr Pillay #UNIRL #SemST','Legalization of Abortion',AGAINST
'Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support #gaymarriage #Obamacare #SemST','Legalization of Abortion',AGAINST
'I\'ll celebrate #IndependenceDay when EVERYONE in this country is equally free & not living in fear & poverty! #EqualityForAll #p2 #SemST','Legalization of Abortion',AGAINST
'@violencehurts @WomenCanSee The unborn also have rights #defendthe8th #SemST','Legalization of Abortion',AGAINST
'@violencehurts @WomenCanSee The most fundamental right of them all, the right to life, is also a right of the unborn. #SemST','Legalization of Abortion',AGAINST
'Every year I see #rally4life ads & think \'that sounds great!\' Stop tricking me into thinking you want sth positive! #repealthe8th #SemST','Legalization of Abortion',AGAINST
'#DefentThe8th? Why would I defend something that kills people? Remember #Savita, killed by Irish \"\"#prolife\"\" laws? #RepealThe8th #SemST','Legalization of Abortion',AGAINST
'Of course an embryo is a person! If it were a puppy there\'d be no desire to abort it. #SemST','Legalization of Abortion',AGAINST
'If it\'s not a person then why do women get invitro? To have a gold fish? #SemST','Legalization of Abortion',AGAINST
'There should be no law or funding which justifies the murder of innocent life.   #CCOT #pjnet #SemST','Legalization of Abortion',AGAINST
'In 1776 we killed the conservatives, freed ourselves from that crap #rightwing #Christian #ChurchState #Tyranny. #Uniteblue #tcot #SemST','Legalization of Abortion',AGAINST
'Compromising on #sin gets easier as time goes on. Oh yeah, it didn\'t just start! #sexual-impurity #WakeUpAmerica #SemST','Legalization of Abortion',AGAINST
'AntiChoice laws say women can\'t make their own decisions  #SemST','Legalization of Abortion',AGAINST
'There\'s no place for selfishness when you talk about a human life. Everyone matters! #quotes #truelovewaits #parenting #humanrights #SemST','Legalization of Abortion',AGAINST
'@Jizismyname can\'t wait to see you on @heyqweentv #JizIsMyName #ElectronicaDrugDealer #Jiz  #SemST','Legalization of Abortion',AGAINST
'@FaceTheNation @nytimes where is #SilencedDiscourse for @TheDemocrats #Divisions on #SchoolChoice #Taxes #DoubleStandard #Biased #SemST','Legalization of Abortion',AGAINST
'@Mediaite @CNN where is #SilencedDiscourse for @TheDemocrats questions on #Divisions #SchoolChoice #Taxes #DoubleStandard #Biased #SemST','Legalization of Abortion',AGAINST
'The most horrific violence in America is the war on babies. #SemST','Legalization of Abortion',AGAINST
'If the Pope gave a flying fuck about the poor on his home continent, he\'d let them have abortion and birth control. #SemST','Legalization of Abortion',AGAINST
'A much needed 3 days with these guys @rory3burke @Im_Brady missed @JimmahTwittah but what a weekend #SemST','Legalization of Abortion',AGAINST
'if truth is a micro aggression 2 the left Why is name calling by the left not a mega hypocrisy? #UniteBlue #LibCrib #maddow #SemST','Legalization of Abortion',AGAINST
'If #Freewill is good enough for your #god it should be good enough for you. #SemST','Legalization of Abortion',AGAINST
'Hi @HillaryClinton while you are campaigning, 3000 innocent lives were killed by your pals #rednationrising #uniteblue #SemST','Legalization of Abortion',AGAINST
'Why are Tumblr feminists so territorial? Pro-lifers can\'t even voice their opinions without being attacked. #ProLifeProblems #SemST','Legalization of Abortion',AGAINST
'The sanctity of human life is not a woman\'s issue. #antifeminism #SemST','Legalization of Abortion',AGAINST
'@denisemourges @RepThomasMassie I know! I\'m the only perfect :-) candidate. #ProCivilLiberties #ProBusiness #ProWorker #ProPeace #SemST','Legalization of Abortion',AGAINST
'Next time just keep the baby   #SemST','Legalization of Abortion',AGAINST
